SYMBOL	ENSID	CGC	CHROMOSOME	STRAND	LENGTH	TOTAL_MUT	CLUSTERED_MUT	CLUSTERS	SIM_CLUSTERS	SCORE	P_EMPIRICAL	Q_EMPIRICAL	P_ANALYTICAL	Q_ANALYTICAL	P_TOPCLUSTER	Q_TOPCLUSTER
PGBD2	ENSG00000185220	False	1	+	1784	0										
TUBB8	ENSG00000173876	False	10	-	1332	0										
ZMYND11	ENSG00000015171	False	10	+	1934	0										
DIP2C	ENSG00000151240	False	10	-	5145	1										
PRR26	ENSG00000180525	False	10	+	1037	0										
AL359878.1	ENSG00000205740	False	10	-	429	0										
GTPBP4	ENSG00000107937	False	10	+	1902	1										
IDI2	ENSG00000148377	False	10	-	681	0										
IDI1	ENSG00000067064	False	10	-	990	0										
WDR37	ENSG00000047056	False	10	+	1542	1										
PFKP	ENSG00000067057	False	10	+	2618	1										
PITRM1	ENSG00000107959	False	10	-	3483	1										
AKR1E2	ENSG00000165568	False	10	+	1014	0										
AKR1C1	ENSG00000187134	False	10	+	1098	0										
AKR1C2	ENSG00000151632	False	10	-	1017	0										
AKR1C3	ENSG00000196139	False	10	+	984	0										
AKR1CL1	ENSG00000196326	False	10	-	932	0										
AKR1C4	ENSG00000198610	False	10	+	969	0										
UCN3	ENSG00000178473	False	10	+	483	0										
TUBAL3	ENSG00000178462	False	10	-	1338	1										
NET1	ENSG00000173848	False	10	+	1881	0										
CALML5	ENSG00000178372	False	10	-	438	0										
CALML3	ENSG00000178363	False	10	+	447	0										
ASB13	ENSG00000196372	False	10	-	834	0										
ANKRD16	ENSG00000134461	False	10	-	1083	0										
FBXO18	ENSG00000134452	False	10	+	3333	0										
IL15RA	ENSG00000134470	False	10	-	1260	0										
RBM17	ENSG00000134453	False	10	+	1330	1										
PFKFB3	ENSG00000170525	False	10	+	1839	1										
DKFZP667F0711	ENSG00000212743	False	10	+	549	0										
PRKCQ	ENSG00000065675	False	10	-	2118	1										
SFMBT2	ENSG00000198879	False	10	-	2759	0										
ITIH2	ENSG00000151655	False	10	+	2838	0										
KIN	ENSG00000151657	False	10	-	1245	0										
ATP5C1	ENSG00000165629	False	10	+	895	0										
TAF3	ENSG00000165632	False	10	+	2787	0										
CELF2	ENSG00000048740	False	10	+	1670	0										
USP6NL	ENSG00000148429	False	10	-	2683	0										
ECHDC3	ENSG00000134463	False	10	+	1068	0										
PROSER2	ENSG00000148426	False	10	+	1305	0										
UPF2	ENSG00000151461	False	10	-	3816	0										
DHTKD1	ENSG00000181192	False	10	+	2787	1										
SEC61A2	ENSG00000065665	False	10	+	1560	0										
NUDT5	ENSG00000165609	False	10	-	806	0										
CDC123	ENSG00000151465	False	10	+	1008	0										
CAMK1D	ENSG00000183049	False	10	+	1187	1										
CCDC3	ENSG00000151468	False	10	-	810	0										
OPTN	ENSG00000123240	False	10	+	1779	0										
MCM10	ENSG00000065328	False	10	+	2649	1										
UCMA	ENSG00000165623	False	10	-	414	0										
PHYH	ENSG00000107537	False	10	-	1042	0										
AL138764.1	ENSG00000226209	False	10	-	300	0										
SEPHS1	ENSG00000086475	False	10	-	1184	0										
BEND7	ENSG00000165626	False	10	-	1609	1										
PRPF18	ENSG00000165630	False	10	+	1074	0										
RP11-295P9.3	ENSG00000239665	False	10	+	607	0										
FRMD4A	ENSG00000151474	False	10	-	3824	1										
FAM107B	ENSG00000065809	False	10	-	918	0										
CDNF	ENSG00000185267	False	10	-	561	0										
HSPA14	ENSG00000187522	False	10	+	1776	0										
SUV39H2	ENSG00000152455	False	10	+	1230	0										
DCLRE1C	ENSG00000152457	False	10	-	2222	1										
MEIG1	ENSG00000197889	False	10	+	264	0										
OLAH	ENSG00000152463	False	10	+	1063	0										
ACBD7	ENSG00000176244	False	10	-	264	0										
C10orf111	ENSG00000176236	False	10	-	465	0										
RPP38	ENSG00000152464	False	10	+	885	0										
NMT2	ENSG00000152465	False	10	-	1565	1										
FAM171A1	ENSG00000148468	False	10	-	2670	0										
ITGA8	ENSG00000077943	False	10	-	3189	0										
FAM188A	ENSG00000148481	False	10	-	1355	0										
PTER	ENSG00000165983	False	10	+	1047	0										
C1QL3	ENSG00000165985	False	10	-	765	1										
RSU1	ENSG00000148484	False	10	-	832	1										
TRDMT1	ENSG00000107614	False	10	-	1229	0										
VIM	ENSG00000026025	False	10	+	1472	0										
ST8SIA6	ENSG00000148488	False	10	-	1230	1										
PTPLA	ENSG00000165996	False	10	-	1100	0										
STAM	ENSG00000136738	False	10	+	1620	0										
TMEM236	ENSG00000148483	False	10	+	1053	0										
TMEM236	ENSG00000184040	False	10	+	1053	0										
MRC1	ENSG00000120586	False	10	+	4368	0										
SLC39A12	ENSG00000148482	False	10	+	2073	0										
CACNB2	ENSG00000165995	False	10	+	2266	1										
NSUN6	ENSG00000241058	False	10	-	1407	0										
RP11-139J15.7	ENSG00000271786	False	10	-	275	0										
ARL5B	ENSG00000165997	False	10	+	537	0										
C10orf112	ENSG00000204740	False	10	+	4909	0										
PLXDC2	ENSG00000120594	False	10	+	1587	1										
C10orf113	ENSG00000204683	False	10	-	500	0										
CASC10	ENSG00000204682	False	10	-	408	0										
SKIDA1	ENSG00000180592	False	10	-	2724	0										
DNAJC1	ENSG00000136770	False	10	-	1662	0										
EBLN1	ENSG00000223601	False	10	-	1098	0										
COMMD3	ENSG00000148444	False	10	+	659	0										
COMMD3-BMI1	ENSG00000269897	False	10	+	1407	0										
BMI1	ENSG00000168283	False	10	+	978	0										
SPAG6	ENSG00000077327	False	10	+	1801	0										
PIP4K2A	ENSG00000150867	False	10	-	1260	0										
MSRB2	ENSG00000148450	False	10	+	546	0										
PTF1A	ENSG00000168267	False	10	+	984	0										
C10orf115	ENSG00000204566	False	10	-	282	0										
C10orf67	ENSG00000179133	False	10	-	1103	0										
OTUD1	ENSG00000165312	False	10	+	1443	0										
AL353583.1	ENSG00000269879	False	10	-	357	0										
PRTFDC1	ENSG00000099256	False	10	-	855	1										
ENKUR	ENSG00000151023	False	10	-	769	0										
THNSL1	ENSG00000185875	False	10	+	2229	0										
GPR158	ENSG00000151025	False	10	+	3645	1										
GAD2	ENSG00000136750	False	10	+	1804	1										
APBB1IP	ENSG00000077420	False	10	+	2061	0										
PDSS1	ENSG00000148459	False	10	+	1249	0										
ANKRD26	ENSG00000107890	False	10	-	5658	1										
YME1L1	ENSG00000136758	False	10	-	2397	0										
MASTL	ENSG00000120539	False	10	+	2637	0										
ACBD5	ENSG00000107897	False	10	-	1648	0										
RAB18	ENSG00000099246	False	10	+	1023	0										
ARMC4	ENSG00000169126	False	10	-	3378	0										
MPP7	ENSG00000150054	False	10	-	1818	0										
WAC	ENSG00000095787	False	10	+	2096	0										
BAMBI	ENSG00000095739	False	10	+	780	0										
C10orf126	ENSG00000204365	False	10	+	516	0										
LYZL1	ENSG00000120563	False	10	+	582	0										
SVIL	ENSG00000197321	False	10	-	6732	1										
MTPAP	ENSG00000107951	False	10	-	2302	0										
MAP3K8	ENSG00000107968	False	10	+	1461	0										
LYZL2	ENSG00000151033	False	10	-	582	0										
ZNF438	ENSG00000183621	False	10	-	2491	0										
ARHGAP12	ENSG00000165322	False	10	-	2538	1										
EPC1	ENSG00000120616	False	10	-	2511	1										
CCDC7	ENSG00000216937	False	10	+	1510	1										
C10orf68	ENSG00000150076	False	10	+	2228	0										
ITGB1	ENSG00000150093	False	10	-	2591	0										
NRP1	ENSG00000099250	False	10	-	3637	1										
PARD3	ENSG00000148498	False	10	-	4101	1										
CUL2	ENSG00000108094	False	10	-	2292	1										
CREM	ENSG00000095794	False	10	+	1475	0										
CCNY	ENSG00000108100	False	10	+	1029	0										
GJD4	ENSG00000177291	False	10	+	1110	0										
FZD8	ENSG00000177283	False	10	-	2082	0										
NAMPTL	ENSG00000229644	False	10	-	1416	0										
MTRNR2L7	ENSG00000256892	False	10	-	72	0										
ZNF248	ENSG00000198105	False	10	-	1764	0										
ZNF25	ENSG00000175395	False	10	-	1368	0										
ZNF33A	ENSG00000189180	False	10	+	2490	0										
ZNF37A	ENSG00000075407	False	10	+	1683	0										
LINC00999	ENSG00000225119	False	10	+	375	0										
ZNF33B	ENSG00000196693	False	10	-	2334	1										
BMS1	ENSG00000165733	False	10	+	3846	0										
CSGALNACT2	ENSG00000169826	False	10	+	1645	0										
FXYD4	ENSG00000150201	False	10	+	267	0										
HNRNPF	ENSG00000169813	False	10	-	1245	0										
ZNF487	ENSG00000243660	False	10	+	1414	0										
ZNF239	ENSG00000196793	False	10	-	1374	0										
ZNF485	ENSG00000198298	False	10	+	1323	0										
ZNF32	ENSG00000169740	False	10	-	819	0										
CXCL12	ENSG00000107562	False	10	-	729	1										
AL137026.1	ENSG00000269515	False	10	+	78	0										
TMEM72	ENSG00000187783	False	10	+	825	0										
RASSF4	ENSG00000107551	False	10	+	1208	0										
C10orf10	ENSG00000165507	False	10	-	636	0										
C10orf25	ENSG00000165511	False	10	-	366	0										
ZNF22	ENSG00000165512	False	10	+	672	0										
OR13A1	ENSG00000256574	False	10	-	984	0										
ALOX5	ENSG00000012779	False	10	+	2022	0										
MARCH8	ENSG00000165406	False	10	-	1719	1										
ZFAND4	ENSG00000172671	False	10	-	2198	0										
FAM21C	ENSG00000172661	False	10	+	3960	0										
FAM25E	ENSG00000231122	False	10	-	525	0										
AGAP4	ENSG00000188234	False	10	-	2058	0										
PTPN20A	ENSG00000204179	False	10	-	1278	0										
SYT15	ENSG00000204176	False	10	-	1674	1										
GPRIN2	ENSG00000204175	False	10	+	1374	0										
NPY4R	ENSG00000204174	False	10	+	1125	1										
ANXA8L1	ENSG00000150165	False	10	-	1095	0										
FAM25B	ENSG00000189090	False	10	-	267	0										
AGAP10	ENSG00000204172	False	10	-	2545	0										
ANTXRL	ENSG00000198250	False	10	+	1915	0										
ANXA8L2	ENSG00000186807	False	10	+	1095	0										
AL603965.1	ENSG00000215033	False	10	+	483	0										
FAM21B	ENSG00000152726	False	10	+	3759	0										
ASAH2C	ENSG00000072444	False	10	-	1871	0										
AGAP9	ENSG00000198035	False	10	+	2435	0										
FAM25G	ENSG00000197910	False	10	+	267	0										
ANXA8	ENSG00000165390	False	10	+	1095	0										
AL591684.1	ENSG00000215020	False	10	+	483	0										
ZNF488	ENSG00000165388	False	10	+	1020	0										
GDF2	ENSG00000128802	False	10	-	1287	0										
GDF10	ENSG00000107623	False	10	-	1434	0										
PTPN20B	ENSG00000183675	False	10	-	1278	0										
FAM25C	ENSG00000188279	False	10	-	267	0										
MAPK8	ENSG00000107643	False	10	+	1396	0										
ARHGAP22	ENSG00000128805	False	10	-	2785	1										
WDFY4	ENSG00000128815	False	10	+	9722	0										
LRRC18	ENSG00000165383	False	10	-	784	0										
FAM170B	ENSG00000172538	False	10	-	849	0										
C10orf128	ENSG00000204161	False	10	-	606	0										
DRGX	ENSG00000165606	False	10	-	838	0										
ERCC6	ENSG00000225830	False	10	-	4479	0										
PGBD3	ENSG00000243251	False	10	-	3183	1										
ERCC6-PGBD3	ENSG00000258838	False	10	-	3183	1										
SLC18A3	ENSG00000187714	False	10	+	1596	1										
C10orf53	ENSG00000178645	False	10	+	595	0										
PARG	ENSG00000227345	False	10	-	1473	0										
FAM21D	ENSG00000174196	False	10	+	924	0										
AGAP8	ENSG00000174194	False	10	-	2058	0										
TIMM23B	ENSG00000204152	False	10	+	514	0										
AGAP7	ENSG00000204169	False	10	-	1989	0										
MSMB	ENSG00000138294	False	10	+	342	0										
TIMM23	ENSG00000138297	False	10	-	627	0										
AGAP6	ENSG00000204149	False	10	+	2058	0										
FAM21A	ENSG00000099290	False	10	+	4065	0										
ASAH2	ENSG00000188611	False	10	-	2376	0										
SGMS1	ENSG00000198964	False	10	-	1456	0										
AC069547.1	ENSG00000269165	False	10	+	219	0										
AC069547.2	ENSG00000269700	False	10	+	378	0										
ASAH2B	ENSG00000204147	False	10	+	566	0										
PRKG1	ENSG00000185532	False	10	+	2402	1										
CSTF2T	ENSG00000177613	False	10	-	1848	1										
DKK1	ENSG00000107984	False	10	+	798	0										
MBL2	ENSG00000165471	False	10	-	744	0										
MTRNR2L5	ENSG00000249860	False	10	+	72	0										
ZWINT	ENSG00000122952	False	10	-	831	0										
IPMK	ENSG00000151151	False	10	-	1248	0										
CISD1	ENSG00000122873	False	10	+	324	0										
UBE2D1	ENSG00000072401	False	10	+	441	0										
TFAM	ENSG00000108064	False	10	+	855	0										
BICC1	ENSG00000122870	False	10	+	3029	0										
PHYHIPL	ENSG00000165443	False	10	+	1197	0										
FAM13C	ENSG00000148541	False	10	-	1989	1										
SLC16A9	ENSG00000165449	False	10	-	1527	0										
C10orf40	ENSG00000235931	False	10	-	384	0										
CDK1	ENSG00000170312	False	10	+	895	0										
RHOBTB1	ENSG00000072422	False	10	-	2088	0										
C10orf107	ENSG00000183346	False	10	+	624	0										
ARID5B	ENSG00000150347	False	10	+	3568	0										
ZNF365	ENSG00000138311	False	10	+	2092	1										
ADO	ENSG00000181915	False	10	+	810	0										
EGR2	ENSG00000122877	False	10	-	1428	0										
NRBF2	ENSG00000148572	False	10	+	916	0										
JMJD1C	ENSG00000171988	False	10	-	7623	0										
REEP3	ENSG00000165476	False	10	+	765	0										
CTNNA3	ENSG00000183230	False	10	-	2784	1										
LRRTM3	ENSG00000198739	False	10	+	1743	0										
DNAJC12	ENSG00000108176	False	10	-	708	0										
SIRT1	ENSG00000096717	False	10	+	2274	0										
HERC4	ENSG00000148634	False	10	-	3347	0										
MYPN	ENSG00000138347	False	10	+	4099	0										
ATOH7	ENSG00000179774	False	10	-	456	0										
PBLD	ENSG00000108187	False	10	-	1006	0										
HNRNPH3	ENSG00000096746	False	10	+	1038	0										
RUFY2	ENSG00000204130	False	10	-	2265	0										
DNA2	ENSG00000138346	False	10	-	3488	0										
SLC25A16	ENSG00000122912	False	10	-	997	0										
CCAR1	ENSG00000060339	False	10	+	3627	1										
STOX1	ENSG00000165730	False	10	+	2967	0										
DDX50	ENSG00000107625	False	10	+	2211	0										
DDX21	ENSG00000165732	False	10	+	2349	0										
KIAA1279	ENSG00000198954	False	10	+	1863	0										
SRGN	ENSG00000122862	False	10	+	474	0										
VPS26A	ENSG00000122958	False	10	+	1057	0										
SUPV3L1	ENSG00000156502	False	10	+	2358	0										
HKDC1	ENSG00000156510	False	10	+	2797	1										
HK1	ENSG00000156515	False	10	+	3006	0										
TACR2	ENSG00000075073	False	10	-	1194	0										
TSPAN15	ENSG00000099282	False	10	+	900	0										
NEUROG3	ENSG00000122859	False	10	-	642	0										
C10orf35	ENSG00000171224	False	10	+	489	0										
RP11-242G20.1	ENSG00000235645	False	10	+	381	0										
COL13A1	ENSG00000197467	False	10	+	2191	1										
H2AFY2	ENSG00000099284	False	10	+	1116	1										
AIFM2	ENSG00000042286	False	10	-	1119	0										
TYSND1	ENSG00000156521	False	10	-	1698	1										
SAR1A	ENSG00000079332	False	10	-	646	0										
PPA1	ENSG00000180817	False	10	-	890	0										
NPFFR1	ENSG00000148734	False	10	-	1290	1										
LRRC20	ENSG00000172731	False	10	-	552	0										
EIF4EBP2	ENSG00000148730	False	10	+	360	1										
NODAL	ENSG00000156574	False	10	-	1069	1										
AC022532.1	ENSG00000197604	False	10	+	471	0										
PALD1	ENSG00000107719	False	10	+	2568	1										
ADAMTS14	ENSG00000138316	False	10	+	3678	1										
TBATA	ENSG00000166220	False	10	-	1085	0										
SGPL1	ENSG00000166224	False	10	+	1796	0										
PCBD1	ENSG00000166228	False	10	-	312	0										
UNC5B	ENSG00000107731	False	10	+	2835	0										
SLC29A3	ENSG00000198246	False	10	+	1424	1										
C10orf105	ENSG00000214688	False	10	-	399	0										
C10orf54	ENSG00000107738	False	10	-	986	0										
PSAP	ENSG00000197746	False	10	-	1578	0										
CHST3	ENSG00000122863	False	10	+	1437	0										
SPOCK2	ENSG00000107742	False	10	-	1323	0										
ASCC1	ENSG00000138303	False	10	-	1418	0										
ANAPC16	ENSG00000166295	False	10	+	330	0										
DDIT4	ENSG00000168209	False	10	+	696	0										
DNAJB12	ENSG00000148719	False	10	-	1254	0										
MICU1	ENSG00000107745	False	10	-	1657	1										
MCU	ENSG00000156026	False	10	+	1199	0										
OIT3	ENSG00000138315	False	10	+	1635	0										
PLA2G12B	ENSG00000138308	False	10	-	585	0										
NUDT13	ENSG00000166321	False	10	+	1056	0										
ECD	ENSG00000122882	False	10	-	2138	1										
FAM149B1	ENSG00000138286	False	10	+	1752	0										
DNAJC9	ENSG00000213551	False	10	-	780	0										
MRPS16	ENSG00000182180	False	10	-	529	0										
TTC18	ENSG00000156042	False	10	-	3367	0										
ANXA7	ENSG00000138279	False	10	-	1464	1										
MSS51	ENSG00000166343	False	10	-	1380	0										
PPP3CB	ENSG00000107758	False	10	-	1778	0										
USP54	ENSG00000166348	False	10	-	5224	0										
SYNPO2L	ENSG00000166317	False	10	-	3031	1										
AGAP5	ENSG00000172650	False	10	-	2058	0										
SEC24C	ENSG00000176986	False	10	+	3351	1										
AC022400.2	ENSG00000267964	False	10	-	441	0										
FUT11	ENSG00000196968	False	10	+	1570	0										
CHCHD1	ENSG00000172586	False	10	+	402	0										
ZSWIM8	ENSG00000214655	False	10	+	5804	0										
NDST2	ENSG00000166507	False	10	-	2727	0										
CAMK2G	ENSG00000148660	False	10	-	1764	0										
PLAU	ENSG00000122861	False	10	+	1327	0										
C10orf55	ENSG00000222047	False	10	-	453	0										
VCL	ENSG00000035403	False	10	+	3402	1										
AP3M1	ENSG00000185009	False	10	-	1254	0										
ADK	ENSG00000156110	False	10	+	1100	0										
DUPD1	ENSG00000188716	False	10	-	660	1										
DUSP13	ENSG00000079393	False	10	-	1876	0										
SAMD8	ENSG00000156671	False	10	+	1469	0										
VDAC2	ENSG00000165637	False	10	+	991	1										
COMTD1	ENSG00000165644	False	10	-	786	0										
ZNF503	ENSG00000165655	False	10	-	1938	0										
C10orf11	ENSG00000148655	False	10	+	597	0										
KCNMA1	ENSG00000156113	False	10	-	4726	0										
DLG5	ENSG00000151208	False	10	-	5757	1										
AL391421.1	ENSG00000204049	False	10	+	375	0										
POLR3A	ENSG00000148606	False	10	-	4170	1										
RPS24	ENSG00000138326	False	10	+	879	0										
ZMIZ1	ENSG00000108175	False	10	+	3201	0										
PPIF	ENSG00000108179	False	10	+	683	1										
ZCCHC24	ENSG00000165424	False	10	-	930	0										
AL133481.1	ENSG00000235705	False	10	-	1125	0										
EIF5AL1	ENSG00000253626	False	10	+	462	0										
SFTPA2	ENSG00000185303	False	10	-	745	0										
SFTPA1	ENSG00000122852	False	10	+	789	0										
NUTM2E	ENSG00000228570	False	10	+	2757	0										
SFTPD	ENSG00000133661	False	10	-	1164	0										
TMEM254	ENSG00000133678	False	10	+	596	0										
PLAC9	ENSG00000189129	False	10	+	382	0										
AL359195.1	ENSG00000204038	False	10	+	840	0										
MAT1A	ENSG00000151224	False	10	-	1185	1										
DYDC1	ENSG00000170788	False	10	-	579	0										
DYDC2	ENSG00000133665	False	10	+	573	0										
FAM213A	ENSG00000122378	False	10	+	687	0										
TSPAN14	ENSG00000108219	False	10	+	839	0										
SH2D4B	ENSG00000178217	False	10	+	1336	1										
NRG3	ENSG00000185737	False	10	+	2473	0										
GHITM	ENSG00000165678	False	10	+	1035	0										
C10orf99	ENSG00000188373	False	10	+	243	0										
CDHR1	ENSG00000148600	False	10	+	2772	1										
LRIT2	ENSG00000204033	False	10	-	1680	0										
LRIT1	ENSG00000148602	False	10	-	1869	1										
RGR	ENSG00000148604	False	10	+	925	0										
WAPAL	ENSG00000062650	False	10	-	3570	1										
OPN4	ENSG00000122375	False	10	+	1522	0										
LDB3	ENSG00000122367	False	10	+	2502	1										
SNCG	ENSG00000173267	False	10	+	433	0										
ADIRF	ENSG00000148671	False	10	+	228	0										
FAM25A	ENSG00000188100	False	10	+	267	0										
GLUD1	ENSG00000148672	False	10	-	1720	0										
FAM35A	ENSG00000122376	False	10	+	2712	0										
NUTM2D	ENSG00000214562	False	10	+	2577	0										
MINPP1	ENSG00000107789	False	10	+	1495	0										
PAPSS2	ENSG00000198682	False	10	+	1896	0										
ATAD1	ENSG00000138138	False	10	-	1113	0										
KLLN	ENSG00000227268	False	10	-	534	0										
RNLS	ENSG00000184719	False	10	-	1095	0										
LIPJ	ENSG00000204022	False	10	+	1098	0										
LIPF	ENSG00000182333	False	10	+	1224	0										
LIPK	ENSG00000204021	False	10	+	1197	0										
LIPN	ENSG00000204020	False	10	+	1194	0										
LIPM	ENSG00000173239	False	10	+	1296	0										
ANKRD22	ENSG00000152766	False	10	-	573	0										
STAMBPL1	ENSG00000138134	False	10	+	1437	0										
ACTA2	ENSG00000107796	False	10	-	1131	0										
CH25H	ENSG00000138135	False	10	-	816	0										
LIPA	ENSG00000107798	False	10	-	1258	0										
IFIT2	ENSG00000119922	False	10	+	1416	0										
IFIT3	ENSG00000119917	False	10	+	1475	0										
IFIT1B	ENSG00000204010	False	10	+	1422	0										
IFIT1	ENSG00000185745	False	10	+	1434	1										
IFIT5	ENSG00000152778	False	10	+	1446	0										
SLC16A12	ENSG00000152779	False	10	-	1548	0										
PANK1	ENSG00000152782	False	10	-	1916	0										
KIF20B	ENSG00000138182	False	10	+	5728	0										
HTR7	ENSG00000148680	False	10	-	1536	0										
RPP30	ENSG00000148688	False	10	+	1040	0										
ANKRD1	ENSG00000148677	False	10	-	957	0										
PCGF5	ENSG00000180628	False	10	+	803	0										
TNKS2	ENSG00000107854	False	10	+	3498	0										
FGFBP3	ENSG00000174721	False	10	-	774	0										
MARCH5	ENSG00000198060	False	10	+	834	1										
IDE	ENSG00000119912	False	10	-	3113	0										
KIF11	ENSG00000138160	False	10	+	3168	0										
HHEX	ENSG00000152804	False	10	+	810	0										
EXOC6	ENSG00000138190	False	10	+	2562	0										
CYP26C1	ENSG00000187553	False	10	+	1566	0										
CYP26A1	ENSG00000095596	False	10	+	1491	0										
MYOF	ENSG00000138119	False	10	-	6314	0										
CEP55	ENSG00000138180	False	10	+	1431	0										
FFAR4	ENSG00000186188	False	10	+	1143	0										
RBP4	ENSG00000138207	False	10	-	654	0										
PDE6C	ENSG00000095464	False	10	+	2574	0										
FRA10AC1	ENSG00000148690	False	10	-	1108	0										
LGI1	ENSG00000108231	False	10	+	1671	0										
SLC35G1	ENSG00000176273	False	10	+	1095	0										
NOC3L	ENSG00000173145	False	10	-	2424	0										
TBC1D12	ENSG00000108239	False	10	+	2325	1										
HELLS	ENSG00000119969	False	10	+	2789	0										
CYP2C18	ENSG00000108242	False	10	+	1470	0										
CYP2C19	ENSG00000165841	False	10	+	1470	0										
CYP2C9	ENSG00000138109	False	10	+	1470	0										
C10orf129	ENSG00000173124	False	10	+	1440	0										
PDLIM1	ENSG00000107438	False	10	-	987	0										
SORBS1	ENSG00000095637	False	10	-	5771	1										
ALDH18A1	ENSG00000059573	False	10	-	2385	0										
TCTN3	ENSG00000119977	False	10	-	2001	0										
ENTPD1	ENSG00000138185	False	10	+	1619	0										
C10orf131	ENSG00000173088	False	10	+	528	0										
RP11-248J23.6	ENSG00000269948	False	10	+	1323	0										
CC2D2B	ENSG00000188649	False	10	+	1659	0										
CCNJ	ENSG00000107443	False	10	+	1149	0										
BLNK	ENSG00000095585	False	10	-	1451	0										
DNTT	ENSG00000107447	False	10	+	1527	0										
OPALIN	ENSG00000197430	False	10	-	432	0										
TLL2	ENSG00000095587	False	10	-	3045	1										
TM9SF3	ENSG00000077147	False	10	-	1767	0										
PIK3AP1	ENSG00000155629	False	10	-	2587	0										
LCOR	ENSG00000196233	False	10	+	1303	0										
C10orf12	ENSG00000155640	False	10	+	3741	0										
ARHGAP19-SLIT1	ENSG00000269891	False	10	-	1567	1										
ARHGAP19	ENSG00000213390	False	10	-	1519	1										
FRAT1	ENSG00000165879	False	10	+	837	0										
FRAT2	ENSG00000181274	False	10	-	699	0										
RRP12	ENSG00000052749	False	10	-	3891	0										
AL355490.1	ENSG00000224474	False	10	-	204	0										
PGAM1	ENSG00000171314	False	10	+	762	0										
EXOSC1	ENSG00000171311	False	10	-	627	0										
ZDHHC16	ENSG00000171307	False	10	+	1189	0										
MMS19	ENSG00000155229	False	10	-	3213	0										
UBTD1	ENSG00000165886	False	10	+	681	0										
ANKRD2	ENSG00000165887	False	10	+	1080	1										
PI4K2A	ENSG00000155252	False	10	+	1782	0										
HOGA1	ENSG00000241935	False	10	+	990	0										
PI4K2A	ENSG00000249967	False	10	+	1347	0										
C10orf62	ENSG00000203942	False	10	+	669	1										
MORN4	ENSG00000171160	False	10	-	750	0										
AVPI1	ENSG00000119986	False	10	-	441	0										
MARVELD1	ENSG00000155254	False	10	+	519	0										
ZFYVE27	ENSG00000155256	False	10	+	1271	0										
SFRP5	ENSG00000120057	False	10	-	951	0										
GOLGA7B	ENSG00000155265	False	10	+	501	0										
CRTAC1	ENSG00000095713	False	10	-	2153	1										
GOLGA7B	ENSG00000269783	False	10	+	768	0										
R3HCC1L	ENSG00000166024	False	10	+	2370	1										
LOXL4	ENSG00000138131	False	10	-	2268	0										
PYROXD2	ENSG00000119943	False	10	-	1743	1										
HPS1	ENSG00000107521	False	10	-	2135	1										
HPSE2	ENSG00000172987	False	10	-	1807	0										
CNNM1	ENSG00000119946	False	10	+	2916	0										
GOT1	ENSG00000120053	False	10	-	1294	1										
NKX2-3	ENSG00000119919	False	10	+	1092	0										
SLC25A28	ENSG00000155287	False	10	-	1092	0										
ENTPD7	ENSG00000198018	False	10	+	1812	0										
COX15	ENSG00000014919	False	10	-	1293	0										
CUTC	ENSG00000119929	False	10	+	819	0										
DNMBP	ENSG00000107554	False	10	-	4927	1										
CPN1	ENSG00000120054	False	10	-	1374	0										
ERLIN1	ENSG00000107566	False	10	-	1044	0										
CHUK	ENSG00000213341	False	10	-	2235	0										
CWF19L1	ENSG00000095485	False	10	-	1614	0										
BLOC1S2	ENSG00000196072	False	10	-	500	0										
SCD	ENSG00000099194	False	10	+	1077	0										
WNT8B	ENSG00000075290	False	10	+	1053	0										
NDUFB8	ENSG00000166136	False	10	-	606	0										
HIF1AN	ENSG00000166135	False	10	+	1047	0										
PAX2	ENSG00000075891	False	10	+	1391	0										
FAM178A	ENSG00000119906	False	10	+	3872	1										
MRPL43	ENSG00000055950	False	10	-	970	0										
SEMA4G	ENSG00000095539	False	10	+	2930	1										
C10orf2	ENSG00000107815	False	10	+	2064	1										
LZTS2	ENSG00000107816	False	10	+	2007	1										
PDZD7	ENSG00000186862	False	10	-	1930	0										
SFXN3	ENSG00000107819	False	10	+	975	0										
KAZALD1	ENSG00000107821	False	10	+	912	0										
TLX1NB	ENSG00000236311	False	10	-	366	0										
HUG1	ENSG00000269259	False	10	+	1086	0										
LBX1	ENSG00000138136	False	10	-	843	0										
BTRC	ENSG00000166167	False	10	+	1815	1										
POLL	ENSG00000166169	False	10	-	1909	0										
DPCD	ENSG00000166171	False	10	+	1356	1										
FBXW4	ENSG00000107829	False	10	-	1236	1										
FGF8	ENSG00000107831	False	10	-	732	0										
NPM3	ENSG00000107833	False	10	-	534	0										
MGEA5	ENSG00000198408	False	10	-	2899	0										
KCNIP2	ENSG00000120049	False	10	-	1024	1										
C10orf76	ENSG00000120029	False	10	-	2247	0										
HPS6	ENSG00000166189	False	10	+	2325	0										
LDB1	ENSG00000198728	False	10	-	1233	1										
PPRC1	ENSG00000148840	False	10	+	4992	1										
NOLC1	ENSG00000166197	False	10	+	2130	0										
ELOVL3	ENSG00000119915	False	10	+	810	0										
PITX3	ENSG00000107859	False	10	-	906	0										
GBF1	ENSG00000107862	False	10	+	5577	1										
FBXL15	ENSG00000107872	False	10	+	1166	0										
CUEDC2	ENSG00000107874	False	10	-	861	0										
C10orf95	ENSG00000120055	False	10	-	771	0										
TMEM180	ENSG00000138111	False	10	+	1635	0										
